nom|lat|lng|type|capacite|seuil
Carrefour City|44.833351|-0.574067|Centres commerciaux|229|4
Carrefour City|44.862132|-0.587876|Centres commerciaux|197|6
Carrefour Express|44.820555|-0.571937|Centres commerciaux|36|6
Carrefour Market Bordeaux Cauderan : Hair Coiff|44.861159|-0.634271|Centres commerciaux|7|9
Carrefour Market Bordeaux Cauderan : Pressing Plus|44.861159|-0.634271|Centres commerciaux|5|9
Casino De Bx Lac:Bat Salle De Spectacles|44.887708|-0.563745|Salles de spectacle / conférences|718|6
Cc Auchan Lac : Boutique Bleu Libellule|44.860468|-0.609936|Centres commerciaux|45|8
Cc Les Passages Cmk  : Caisse Epargne (Ex La Casa Pizza) Lot N° 16|44.841134|-0.583628|Mairies / administrations|221|5
Cc Les Passages Cmk : Basic Fit Lot N° 9|44.841134|-0.583628|Centres commerciaux|190|5
Cc Les Passages: Cmk Picard Lot N°5|44.841134|-0.583628|Centres commerciaux|42|5
Centre Commercial Europe Du Gd Parc : Ilot B|44.862132|-0.587876|Centres commerciaux|0|6
Centre Commercial Europe Du Gd Parc : Ilot D - Pharmacie|44.859865|-0.579867|Centres commerciaux|49|5
Centre Commercial Meriadeck: Dos General|44.838926|-0.583142|Centres commerciaux|11675|5
Centre De Formation Nautique|44.852304|-0.619565|Écoles / collèges / lycées|75|8
Championnats D'Échecs|44.843007|-0.605567|Gymnases / sports couverts|613|7
Chez Aurelie Tropical Optic Shop|44.866979|-0.552064|Centres commerciaux|25|3
Chu Bordeaux:Bl Operatoires Neurochirurgie|44.830385|-0.603262|Hôpitaux / cliniques|3|8
Cic Societe Bordelaise Agence Bancaire|44.840509|-0.58065|Mairies / administrations|12|4
Cinema  Complexe Ugc Cinecite (Ex Ariel)|44.841|-0.581832|Salles de spectacle / conférences|2831|5
Clinique Anouste:Batiment Neuf|44.828686|-0.611007|Hôpitaux / cliniques|19|8
Coff Aquitaine|44.844107|-0.57768|Mairies / administrations|6|4
College Blanqui: Salle De Technologie - Foyer|44.873905|-0.550478|Écoles / collèges / lycées|0|4
College Cassignol|44.852061|-0.584585|Écoles / collèges / lycées|1193|5
Commerce|44.851084|-0.577017|Centres commerciaux|0|4
Commerce|44.84039|-0.569416|Centres commerciaux|58|2
Commerce 04 (Coque M 5) - Zac Saint Jean Belcier - Lot 8.3 A|44.82194|-0.553941|Centres commerciaux|73|4
Commerce 05 (Coque M 5) - Zac Saint Jean Belcier - Lot 8.3 A|44.82194|-0.553941|Centres commerciaux|15|4
Commerce 1|44.841462|-0.560858|Centres commerciaux|180|2
Commerce 1 Immobiliere Sud Atlantique|44.833526|-0.610993|Centres commerciaux|13|8
Commerce A Louer|44.851135|-0.577317|Mairies / administrations|2|4
Commerce Bd Jj Bosc|44.842993|-0.575807|Centres commerciaux|0|3
Commerce C.1F - Ensemble Immobilier Brienne Ilot 5.1.C - Zac Bordeaux Saint Jean Belcier|44.823623|-0.544283|Centres commerciaux|79|2
Commerce Chocolaté|44.838622|-0.576847|Centres commerciaux|23|4
Commerce Immeuble Neves|44.836866|-0.57144|Centres commerciaux|17|3
Commerce Lot C1  (Coque) - Brazza Lot A1 - Bâtiment G1|44.840747|-0.569569|Centres commerciaux|0|2
Commerces Victor Hugo|44.835782|-0.572509|Centres commerciaux|60|4
Complexe Cinematographique Megarama|44.841599|-0.562135|Salles de spectacle / conférences|3091|2
Complexe Hôtelier Bordeaux Maritime Resort Radisson Blu|44.835134|-0.56687|Hôtels / hébergements|1317|3
Complexe Sportif Chauffour|44.840045|-0.590076|Gymnases / sports couverts|240|6
Complexe Sportif Gerard Brocas : Batiment Multiactivites|44.882912|-0.550513|Gymnases / sports couverts|130|4
Comtesse Du Barry|44.842004|-0.577104|Centres commerciaux|0|4
Conferences Apm A L'Eglise Saint Pierre|44.839906|-0.570598|Salles de spectacle / conférences|200|2
Coque|44.841038|-0.575|Centres commerciaux|64|3
Cour Administrative D Appel( Voir R..5-49.2)|44.875832|-0.575308|Mairies / administrations|199|7
Cours Francois Villon|44.848059|-0.57221|Écoles / collèges / lycées|25|2
Cours Galien Clemenceau|44.844022|-0.578832|Écoles / collèges / lycées|16|4
Cours Reussir|44.82236|-0.594511|Écoles / collèges / lycées|40|7
Crea Panneau|44.826752|-0.576387|Mairies / administrations|0|5
Creaf|44.843864|-0.595665|Mairies / administrations|0|6
Creche Attitude Perinot|44.852767|-0.629151|Écoles / collèges / lycées|24|9
Creche Coucou|44.833576|-0.602217|Écoles / collèges / lycées|30|7
Creche L'Escale Des Bambins|44.830645|-0.584575|Écoles / collèges / lycées|20|6
Creche Malbec/Nansouty Et Mairie De Quartier Nansouty-Saint Genes|44.820545|-0.5716|Écoles / collèges / lycées|247|6
Creche Mamaworks|44.851986|-0.568695|Écoles / collèges / lycées|10|2
Creche Quai Des Bambins|44.844783|-0.628343|Écoles / collèges / lycées|30|9
Credit Agricole|44.820271|-0.572492|Mairies / administrations|19|6
Credit Mutuel De Bx St Augustin|44.832559|-0.611884|Mairies / administrations|14|8
Crs Albert Le Grand : Classes Maternelles Et Elementaires|44.823943|-0.581972|Écoles / collèges / lycées|230|6
Crs Albert Le Grand : Lycee,Laboratoires|44.823943|-0.581972|Écoles / collèges / lycées|125|6
Do You Speak Francais|44.852599|-0.570615|Centres commerciaux|0|2
E3 Agence|44.851352|-0.586822|Mairies / administrations|0|5
Ecole Creasud|44.840091|-0.557051|Écoles / collèges / lycées|35|2
Ecole D'Enseignement Superieur  D'Art De Bordeaux Ex - Beaux Arts Annexe|44.830546|-0.561683|Écoles / collèges / lycées|167|3
Ecole D'Enseignement Superieur D'Art De Bordeaux Ex Beaux Arts|44.830461|-0.560299|Écoles / collèges / lycées|350|3
Ecole De Commerce Amos - Bâtiment T|44.84527|-0.588509|Écoles / collèges / lycées|190|5
Ecole De Danse|44.838289|-0.596086|Gymnases / sports couverts|150|6
Ecole De Danse Studio A|44.831269|-0.578207|Écoles / collèges / lycées|31|5
Ecole De Patisserie Et De Boulangerie|44.861249|-0.556819|Écoles / collèges / lycées|678|3
Ecole Inter Math|44.839876|-0.577479|Écoles / collèges / lycées|19|4
Ecole Maternelle - Ilot Casteja|44.843521|-0.583398|Écoles / collèges / lycées|0|5
Ecole Saint Gabriel: Batiment  Elementaire|44.846355|-0.589325|Écoles / collèges / lycées|487|5
Ehpad Korian Villa Louisa|44.83771|-0.571777|Maisons de retraite / handicapés|67|3
Ehpad Le Sablonat|44.814512|-0.571972|Maisons de retraite / handicapés|135|7
Elementaire Cazemajor|44.824229|-0.569591|Écoles / collèges / lycées|99|5
Elementaire Jean Cocteau|44.848925|-0.603525|Écoles / collèges / lycées|192|7
Elementaire Labarde - Anne-Sylvestre|44.881874|-0.551348|Écoles / collèges / lycées|161|4
Emmaus Connect|44.84733|-0.576349|Centres commerciaux|0|3
Epicerie Fine Sicilienne|44.843715|-0.628607|Centres commerciaux|7|9
Epsud Design|44.848726|-0.574629|Écoles / collèges / lycées|44|3
Escaad Mjm Graphic Design|44.847816|-0.583515|Écoles / collèges / lycées|170|5
Espace De Co-Travail|44.839767|-0.583073|Mairies / administrations|79|5
Espace Epilation|44.836925|-0.57587|Centres commerciaux|12|4
Espace Etudes 360°|44.834428|-0.598973|Mairies / administrations|1|7
Espace Nansouty|44.819913|-0.571961|Salles de spectacle / conférences|15|6
Espace Rodesse - Palladines Iii|44.833527|-0.586142|Mairies / administrations|19|6
Etude Notariale Sudre Et Meyssan|44.845672|-0.576049|Mairies / administrations|0|3
Exp'Hotel 2013 17 Au 19 Novembre 2013|44.862132|-0.587876|Halls d'exposition|0|6
Fd 9 Location|44.832083|-0.611477|Mairies / administrations|0|8
Foncia|44.831436|-0.572976|Mairies / administrations|11|4
Foot Korner|44.835867|-0.57358|Centres commerciaux|48|4
Fournil Mondesir|44.838582|-0.615511|Centres commerciaux|10|8
Foyer - Logement|44.847555|-0.589347|Salles de spectacle / conférences|49|5
Foyer De Jeunes Travailleurs L'Eveil|44.835616|-0.575939|Salles de spectacle / conférences|88|4
French Factory Bordeaux|44.846389|-0.581899|Écoles / collèges / lycées|18|4
Fz Distribution|44.885599|-0.541668|Centres commerciaux|0|3
Gal Grands Hommes : Etal 23 Boucherie Pellon|44.842816|-0.577589|Centres commerciaux|0|4
Galerie Bordelaise : Box-Office|44.841897|-0.57457|Mairies / administrations|10|3
Galerie Bordelaise : Manucure Bar|44.841496|-0.574011|Centres commerciaux|0|3
Galerie Des Etables (Du Triangle) - Ecole D'Enseignement Superieur D'Art De Bordeaux|44.830413|-0.560985|Écoles / collèges / lycées|25|3
Galerie Eponyme Et Agence D'Architecture|44.840132|-0.579115|Halls d'exposition|5|4
Galerie Tatry - Agence Bancaire Bnp|44.863147|-0.572986|Centres commerciaux|12|5
Galerie Tatry - Staff Décor|44.863147|-0.572986|Centres commerciaux|24|5
Galerie Tatry - Voir Fitness Park|44.863147|-0.572986|Centres commerciaux|57|5
Ginko|44.860468|-0.609936|Centres commerciaux|0|8
Ginko Commerce N°2   Ilot A 2- 5 Berge Du Lac|44.822208|-0.599848|Centres commerciaux|167|8
Ginko: Magasin|44.834914|-0.576044|Centres commerciaux|27|4
Ginko: Zac De La Berge Du Lac Local Commercial L-D.2|44.838677|-0.576652|Centres commerciaux|58|4
Ginko: Zac De La Berge Du Lac Local Commercial L-F.1|44.838677|-0.576652|Centres commerciaux|50|4
Glacier Amorino|44.831354|-0.572543|Centres commerciaux|12|4
"Golf De Bordeaux Bâtiment ""La Grange"""|44.894578|-0.554037|Centres commerciaux|35|5
Golf De Bordeaux Practice|44.850417|-0.625915|Gymnases / sports couverts|134|9
Grand Lebrun : Batiment D - Classes Sur Cour|44.850371|-0.605994|Écoles / collèges / lycées|591|7
Groupe Scolaire Albert Thomas : Creche Docteur Christiane Larralde|44.828747|-0.597202|Écoles / collèges / lycées|60|7
Groupe Scolaire Andre Meunier : Maternelle Noviciat|44.830196|-0.564276|Écoles / collèges / lycées|100|3
Groupe Scolaire Paul Doumer|44.857023|-0.617855|Écoles / collèges / lycées|225|8
Guercy Marie Alice|44.84039|-0.569416|Centres commerciaux|0|2
Gymnase Barbey|44.827524|-0.563006|Gymnases / sports couverts|199|4
Gymnase Dupaty|44.860031|-0.560058|Gymnases / sports couverts|455|3
Gymnase Jules Ferry|44.843007|-0.605567|Gymnases / sports couverts|613|7
Gymnase Promischorales Du Rep Bordeaux Bastide|44.839846|-0.553339|Gymnases / sports couverts|356|3
Hall Bordeaux Motos : Bmw Et Locamoto / Motoscoot 33|44.874156|-0.563393|Halls d'exposition|109|6
Halte Garderie|44.84728|-0.594951|Écoles / collèges / lycées|20|6
Halte Garderie Et Bureaux|44.836584|-0.586938|Écoles / collèges / lycées|70|6
Haneuse Atelier De Langues|44.827169|-0.586451|Écoles / collèges / lycées|18|6
Hangar Darwin - Caserne Niel|44.853995|-0.566388|Gymnases / sports couverts|179|2
Hangar G2 : Immeuble De Bureaux|44.86203|-0.554897|Mairies / administrations|600|3
Hemera - (Ex Site Marie Brizard - Bureaux (Recevant Du Public))|44.849156|-0.584079|Mairies / administrations|0|5
"Home Therapeutique ""Capucines"""|44.825544|-0.567017|Écoles / collèges / lycées|10|5
Le Toit Girondins|44.832245|-0.576623|Mairies / administrations|50|5
Le Trireme : Bureaux|44.86342|-0.580129|Mairies / administrations|73|6
Leroy Merlin : Cour Materiaux|44.879315|-0.559229|Centres commerciaux|54|5
Les Delices Du Fournil|44.85222|-0.573718|Centres commerciaux|40|3
Les Laureades De Bordeaux Kergomard|44.823181|-0.574844|Salles de spectacle / conférences|0|6
Les Magasins Genereux - Le Campus|44.835621|-0.565008|Écoles / collèges / lycées|1373|2
Les Participiales 19 Octobre 2012|44.82814|-0.583822|Salles de spectacle / conférences|200|6
Les Rendez Vous Materiaux Innovants Et Chimie Des Materiaux|44.850031|-0.570868|Hôtels / hébergements|2500|2
Les Trouvailles De Cauderan|44.851617|-0.610162|Centres commerciaux|0|8
Liberty Gym|44.826032|-0.577327|Gymnases / sports couverts|95|6
Librairie Mollat : Papeterie|44.840783|-0.578903|Centres commerciaux|40|4
Local Associatif|44.835282|-0.567483|Salles de spectacle / conférences|46|3
Local Associatif|44.850589|-0.585358|Mairies / administrations|18|5
Local Commercial|44.833866|-0.571061|Centres commerciaux|0|4
Local Commercial|44.839134|-0.579271|Centres commerciaux|17|4
Local Commercial|44.840432|-0.581681|Centres commerciaux|9|5
Local Commercial|44.856458|-0.591338|Centres commerciaux|100|6
Local Commercial|44.841457|-0.546621|Centres commerciaux|0|4
Local Commercial|44.843067|-0.586609|Centres commerciaux|18|5
Local Commercial|44.848952|-0.56165|Centres commerciaux|31|2
Local Commercial|44.835294|-0.567318|Centres commerciaux|9|3
Local Commercial|44.826021|-0.569705|Centres commerciaux|4|5
Local Commercial|44.852503|-0.574501|Centres commerciaux|0|3
Local Commercial|44.857082|-0.561521|Centres commerciaux|48|2
Local Commercial (Coque)|44.856488|-0.589569|Centres commerciaux|180|6
Local Commercial 04 Magasin|44.864943|-0.559972|Centres commerciaux|138|4
Look Voyages|44.862132|-0.587876|Mairies / administrations|0|6
Lycee Camille Jullian:Bat N Parloir|44.844575|-0.590137|Écoles / collèges / lycées|10|6
Lycee M.Montaigne:Dos General|44.834845|-0.571889|Écoles / collèges / lycées|1850|4
Lycee Prof Les Menuts|44.829423|-0.562416|Écoles / collèges / lycées|500|3
Lycée Technique Et Professionnel Privé Bel Orme Et Creche Les Calins D'Orme|44.84985|-0.594105|Écoles / collèges / lycées|820|6
Magasin|44.84632|-0.588074|Centres commerciaux|1029|5
Magasin|44.840062|-0.571727|Centres commerciaux|0|3
"Magasin ""Le Bouif"""|44.842789|-0.577315|Centres commerciaux|0|4
Magasin Blue Box|44.840524|-0.574779|Centres commerciaux|317|3
Magasin Bonobo|44.840113|-0.574275|Centres commerciaux|76|3
Magasin Caroll|44.840735|-0.579449|Centres commerciaux|38|4
Magasin Carrefour City|44.832961|-0.582399|Centres commerciaux|104|5
Magasin Mondowine|44.873224|-0.546275|Centres commerciaux|99|2
Magasin Muy Mucho|44.835698|-0.573429|Centres commerciaux|82|4
Magasin Pirouettes|44.838414|-0.5799|Centres commerciaux|0|4
Magasin Promod|44.839342|-0.57415|Centres commerciaux|150|3
Magasin San Marina|44.839147|-0.574107|Centres commerciaux|137|3
Magasin Solaris Ex Kana Beach|44.840732|-0.574377|Centres commerciaux|11|3
Magasin Staggy|44.838096|-0.57382|Centres commerciaux|89|3
Magasin Station Scooter|44.82446|-0.587663|Centres commerciaux|0|7
Magasin Tati Or|44.840883|-0.577709|Centres commerciaux|14|4
Magasin Tintamarre|44.840235|-0.571053|Centres commerciaux|10|2
Magasin Tout Pour La Chaussure|44.840918|-0.581211|Centres commerciaux|18|4
Magasin Vica|44.837409|-0.575109|Centres commerciaux|170|4
Magasin Vision Plus|44.819341|-0.572194|Centres commerciaux|15|6
Magasin Zara Sainte Catherine|44.840819|-0.574391|Centres commerciaux|455|3
Maison D'Assitantes Maternelles|44.848506|-0.580386|Écoles / collèges / lycées|8|4
Maison De L'Amicale Des Sapeurs-Pompiers|44.834538|-0.584774|Salles de spectacle / conférences|151|6
Maison Rue Du Cloitre (Voir Dossier 5+20-01466)|44.833496|-0.568066|Salles de spectacle / conférences|62|3
Pavillon Des Mareyeurs|44.82582|-0.548151|Centres commerciaux|170|2
Petit 15|44.838771|-0.575213|Centres commerciaux|0|4
S.C.M.S'Cool Dance|44.843837|-0.577649|Gymnases / sports couverts|40|4
Salle D'Escrime|44.858289|-0.626155|Gymnases / sports couverts|50|9
Salle D'Exposition|44.840071|-0.581975|Halls d'exposition|23|5
Salle De Quartier|44.848506|-0.580386|Salles de spectacle / conférences|198|4
Salle De Sport Mamaworks|44.851986|-0.568695|Gymnases / sports couverts|1|2
Salle De Sports|44.832982|-0.587923|Gymnases / sports couverts|19|6
Salle Des Ventes Briscadieu Bordeaux|44.834461|-0.5813|Centres commerciaux|110|5
Salle Saint Michel|44.834602|-0.567911|Écoles / collèges / lycées|48|3
Salon Abc Kids|44.856355|-0.568436|Halls d'exposition|5619|3
Salon Arici|44.872645|-0.571176|Salles de spectacle / conférences|6141|6
Salon Cadres&Co 1Er Octobre 2013|44.856355|-0.568436|Halls d'exposition|5619|3
Salon Cap Associations|44.856355|-0.568436|Halls d'exposition|5619|3
Salon Carrefour Emploi Bordeaux Metropole - Hangar 14|44.856355|-0.568436|Halls d'exposition|2466|3
Salon D'Esthetique|44.84378|-0.608376|Centres commerciaux|0|7
Salon De Coiffure|44.83434|-0.564223|Centres commerciaux|18|2
Salon De Coiffure|44.834047|-0.610313|Centres commerciaux|4|8
Salon De Coiffure Isabelle M|44.844379|-0.581546|Centres commerciaux|0|4
Salon De Coiffure Pop Idole|44.840955|-0.582416|Centres commerciaux|2|5
Salon De Couture|44.836302|-0.599145|Centres commerciaux|0|7
Salon De L'Entreprise|44.872645|-0.571176|Salles de spectacle / conférences|6141|6
Salon Defi Creation Entreprise|44.872645|-0.571176|Salles de spectacle / conférences|6141|6
Salon Des Achats 2019|44.856355|-0.568436|Halls d'exposition|5619|3
Salon Des Futurs Maries Du 17 Au 19 Janvier 2014|44.872645|-0.571176|Salles de spectacle / conférences|6141|6
Salon Des Vins Et De La Gastronomie|44.832539|-0.610451|Salles de spectacle / conférences|777|8
Salon Du Bien Être Bio Et Thérapies|44.872645|-0.571176|Salles de spectacle / conférences|6141|6
Salon Innovaday 3 Juin 2014|44.872645|-0.571176|Salles de spectacle / conférences|6141|6
Salon International Longevity|44.856355|-0.568436|Halls d'exposition|5619|3
Salon Ipass 19 Et 20 Novembre 2013|44.862132|-0.587876|Salles de spectacle / conférences|0|6
Salon Le Petit Salon|44.839209|-0.571937|Centres commerciaux|0|3
Salon Petit 1 Et Age 3|44.872645|-0.571176|Salles de spectacle / conférences|6141|6
Salon Prevention En Santé|44.872645|-0.571176|Salles de spectacle / conférences|6141|6
Salon Projet Habitat Du 7 Au 9 Mars 2014|44.856355|-0.568436|Halls d'exposition|5619|3
Salon Que Faire Avec Un Bac+2 +3 +4|44.850031|-0.570868|Hôtels / hébergements|2500|2
Salon Sage Expo Success Day Du 16 Au 17 Juin 2014|44.872645|-0.571176|Salles de spectacle / conférences|6141|6
Salon Se Coiffure Mickael David|44.844302|-0.577056|Centres commerciaux|10|3
Salon Studyrama 6 Et 7 Decembre 2013|44.856355|-0.568436|Halls d'exposition|5619|3
Salon Vapexpo Du 13 Au 15 Mars 2014|44.856355|-0.568436|Halls d'exposition|5619|3
Saoya|44.840157|-0.579503|Centres commerciaux|5|4
Sarl Aquaclean|44.835055|-0.573655|Centres commerciaux|2|4
Sarl Cuirs Et Cle|44.837015|-0.575437|Centres commerciaux|0|4
Sarl La Maison Des Delices|44.84155|-0.582876|Centres commerciaux|18|5
Sarl Le Container (Ex Quint Et Sens)|44.847848|-0.596395|Salles de spectacle / conférences|0|6
Sarl Tissus Et Maison|44.841221|-0.573727|Centres commerciaux|0|3
Sas Boutiques Longchamp|44.842666|-0.577439|Centres commerciaux|41|4
Sasu Yser Conduite|44.826097|-0.577524|Mairies / administrations|18|6
